DDI-MedLine.d48.s0|6-22|Clostridium toxin|drug_n
DDI-DrugBank.d269.s13|9-15|digoxin|drug
DDI-DrugBank.d269.s13|19-36|cardiac glycosides|group
DDI-DrugBank.d269.s13|40-44|COREG|brand
DDI-DrugBank.d269.s14|6-15|carvedilol|group
DDI-DrugBank.d269.s14|50-57|Rifampin|drug
DDI-DrugBank.d269.s17|58-62|Coreg|brand
DDI-DrugBank.d269.s17|130-138|verapamil|group
DDI-DrugBank.d269.s17|143-151|diltiazem|group
DDI-DrugBank.d269.s17|182-184|ECG|group
DDI-DrugBank.d269.s17|190-203|blood pressure|group
DDI-DrugBank.d269.s18|6-12|Insulin|drug
DDI-DrugBank.d269.s18|17-34|Oral Hypoglycemics|group
DDI-DrugBank.d269.s18|37-42|Agents|group
DDI-DrugBank.d269.s18|60-69|properties|group
DDI-DrugBank.d269.s18|118-124|Insulin|drug
DDI-DrugBank.d269.s18|130-147|Oral Hypoglycemics|group
DDI-DrugBank.d269.s19|9-15|insulin|drug
DDI-DrugBank.d269.s19|19-36|oral hypoglycemics|group
DDI-DrugBank.d339.s0|10-22|Carbamazepine|drug
DDI-DrugBank.d339.s0|30-42|Carbamazepine|drug
DDI-DrugBank.d339.s0|52-57|SUPRAX|group
DDI-DrugBank.d339.s0|80-85|SUPRAX|group
DDI-DrugBank.d339.s0|117-122|SUPRAX|group
DDI-DrugBank.d339.s1|71-83|carbamazepine|drug
DDI-DrugBank.d339.s2|19-33|Anticoagulants:|group
DDI-DrugBank.d339.s2|121-128|cefixime|brand
DDI-DrugBank.d339.s3|6-12|ketones|drug
DDI-DrugBank.d339.s3|74-80|ketones|drug
DDI-DrugBank.d339.s3|122-134|nitroprusside|brand
DDI-DrugBank.d339.s3|161-177|antifungal agents|group
DDI-DrugBank.d339.s3|182-198|nitroferricyanide|drug_n
DDI-DrugBank.d339.s4|29-36| SUPRAX |drug
DDI-DrugBank.d339.s4|109-119| Clinitest |drug
DDI-DrugBank.d339.s4|124-133| Benedict |drug
DDI-DrugBank.d339.s4|150-158| Fehling |drug
DDI-DrugBank.d339.s5|6-12|glucose|drug
DDI-DrugBank.d339.s5|39-53|glucose oxidase|drug
DDI-DrugBank.d339.s5|74-82|Clinistix|brand
DDI-DrugBank.d339.s5|90-97|Tes-Tape|brand
DDI-DrugBank.d339.s6|6-18|cephalosporin|group
DDI-DrugBank.d339.s7|4-7|drug|drug
DDI-DrugBank.d339.s7|90-93|drug|drug
DDI-DrugBank.d339.s7|120-123|drug|drug
DDI-DrugBank.d339.s7|125-128|drug|drug
DDI-DrugBank.d172.s0|23-31|celecoxib|drug
DDI-DrugBank.d172.s0|37-44|P450 2C9|group
DDI-DrugBank.d172.s1|9-17|Celecoxib|drug
DDI-DrugBank.d172.s1|21-39|cytochrome P450 2C9|drug
DDI-DrugBank.d172.s2|9-22|anticoagulants|group
DDI-DrugBank.d172.s2|26-42|antifungal agents|group
DDI-DrugBank.d172.s2|46-59|anticoagulants|group
DDI-DrugBank.d172.s2|63-76|anticoagulants|group
DDI-DrugBank.d172.s2|80-93|anticoagulants|group
DDI-DrugBank.d172.s2|97-110|anticoagulants|group
DDI-DrugBank.d172.s2|114-127|anticoagulants|group
DDI-DrugBank.d172.s2|131-144|anticoagulants|group
DDI-DrugBank.d172.s2|148-161|anticoagulants|group
DDI-DrugBank.d172.s2|165-178|anticoagulants|group
DDI-DrugBank.d172.s2|182-195|anticoagulants|group
DDI-DrugBank.d172.s2|199-212|anticoagulants|group
DDI-DrugBank.d172.s2|216-229|anticoagulants|group
DDI-DrugBank.d172.s2|233-246|anticoagulants|group
DDI-DrugBank.d172.s2|250-263|anticoagulants|group
DDI-DrugBank.d172.s2|267-280|anticoagulants|group
DDI-DrugBank.d172.s2|284-297|anticoagulants|group
DDI-DrugBank.d172.s2|301-314|anticoagulants|group
DDI-DrugBank.d172.s2|318-331|anticoagulants|group
DDI-DrugBank.d172.s2|335-348|anticoagulants|group
DDI-DrugBank.d172.s2|352-365|anticoagulants|group
DDI-DrugBank.d172.s3|40-48|celecoxib|drug
DDI-DrugBank.d172.s4|36-44|celecoxib|drug
DDI-DrugBank.d172.s5|0-6|in vivo|drug
DDI-DrugBank.d172.s5|8-11|drug|drug
DDI-DrugBank.d172.s5|13-16|P450|group
DDI-DrugBank.d172.s5|18-20|2D6|group
DDI-DrugBank.d172.s5|22-32|interaction|group
DDI-DrugBank.d172.s6|6-14|celecoxib|drug
DDI-DrugBank.d172.s6|16-26|fluconazole|group
DDI-DrugBank.d172.s6|28-34|lithium|group
DDI-DrugBank.d172.s7|113-122|furosemide|drug
DDI-DrugBank.d172.s8|9-17|celecoxib|drug
DDI-DrugBank.d172.s8|21-34|anticoagulants|group
DDI-DrugBank.d172.s8|38-54|antifungal agents|group
DDI-DrugBank.d172.s8|58-66|glyburide|drug
DDI-DrugBank.d172.s8|70-81|ketoconazole|drug
DDI-DrugBank.d172.s8|85-96|methotrexate|drug
DDI-DrugBank.d172.s8|100-108|phenytoin|drug
DDI-DrugBank.d172.s8|112-122|tolbutamide|drug
DDI-DrugBank.d172.s8|126-139|anticoagulants|group
DDI-DrugBank.d172.s8|143-150|warfarin|brand
DDI-DrugBank.d172.s9|9-22|ACE inhibitors|drug
DDI-DrugBank.d172.s9|26-54|Angiotensin Converting Enzyme|drug
DDI-DrugBank.d172.s9|58-63|NSAIDs|drug
DDI-DrugBank.d172.s10|72-79|CELEBREX|drug
DDI-DrugBank.d172.s10|100-113|ACE-inhibitors|group
DDI-DrugBank.d172.s11|6-16|Furosemide:|drug
DDI-DrugBank.d172.s11|18-23|NSAIDs|drug
DDI-DrugBank.d172.s11|25-33|thiazides|group
DDI-DrugBank.d172.s12|0-6|aspirin|drug
DDI-DrugBank.d172.s13|35-41|aspirin|drug
DDI-DrugBank.d172.s14|45-51|aspirin|drug
DDI-DrugBank.d172.s14|58-65|CELEBREX|brand
DDI-DrugBank.d172.s14|159-166|CELEBREX|brand
DDI-DrugBank.d172.s15|47-54|Celebrex|brand
DDI-DrugBank.d172.s15|80-86|aspirin|brand
DDI-DrugBank.d172.s16|10-20|Fluconazole|drug
DDI-DrugBank.d172.s16|25-33|Celecoxib|drug
DDI-DrugBank.d172.s17|0-8|celecoxib|drug
DDI-DrugBank.d172.s17|10-20|fluconazole|drug
DDI-DrugBank.d172.s18|19-18||brand
DDI-DrugBank.d172.s18|46-45||group
DDI-DrugBank.d172.s19|6-12|Lithium|drug
DDI-DrugBank.d172.s19|75-81|Lithium|drug
DDI-DrugBank.d172.s19|147-153|Lithium|drug
DDI-DrugBank.d172.s19|171-178|CELEBREX|brand
DDI-DrugBank.d172.s19|225-231|Lithium|drug
DDI-DrugBank.d172.s20|6-19|anticoagulants|group
DDI-DrugBank.d172.s20|21-28|CELEBREX|brand
DDI-DrugBank.d172.s20|30-46|antifungal agents|group
DDI-DrugBank.d172.s20|48-61|anticoagulants|group
DDI-DrugBank.d172.s20|63-79|antifungal agents|group
DDI-DrugBank.d172.s20|81-87|lithium|brand
DDI-DrugBank.d172.s21|6-18|Methotrexate:|drug
DDI-DrugBank.d172.s21|84-96|Methotrexate:|drug
DDI-DrugBank.d172.s21|169-181|Methotrexate:|drug
DDI-DrugBank.d172.s22|6-19|anticoagulants|group
DDI-DrugBank.d172.s22|45-53|celecoxib|brand
DDI-DrugBank.d172.s22|87-94|warfarin|drug
DDI-DrugBank.d172.s22|113-126|anticoagulants|group
DDI-DrugBank.d172.s22|183-190|warfarin|drug
DDI-DrugBank.d172.s23|19-27|celecoxib|brand
DDI-DrugBank.d172.s23|47-60|anticoagulants|group
DDI-DrugBank.d172.s23|72-79|warfarin|brand
DDI-DrugBank.d172.s23|98-113|prothrombin time|group
DDI-DrugBank.d172.s24|57-64|Celebrex|brand
DDI-DrugBank.d172.s24|71-84|anticoagulants|group
DDI-DrugBank.d172.s24|132-153|bleeding complications|group
DDI-DrugBank.d141.s1|25-54| Magnesium-Aluminum Hydroxide |drug
DDI-DrugBank.d141.s2|7-18|Cerivastatin|drug
DDI-DrugBank.d141.s2|37-46|cimetidine|drug
DDI-DrugBank.d141.s3|0-13|CHOLESTYRAMINE|drug
DDI-DrugBank.d141.s4|6-19|anticoagulants|group
DDI-DrugBank.d141.s4|21-37|antifungal agents|group
DDI-DrugBank.d141.s4|39-45|statins|group
DDI-DrugBank.d141.s4|47-57|cervastatin|brand
DDI-DrugBank.d141.s4|59-64|sodium|brand
DDI-DrugBank.d141.s4|66-86|lipid-lowering agents|group
DDI-DrugBank.d141.s4|88-101|cholestyramine|brand
DDI-DrugBank.d141.s5|53-66|anticoagulants|group
DDI-DrugBank.d141.s5|110-128|cerivastatin sodium|brand
DDI-DrugBank.d141.s5|210-228|cerivastatin sodium|brand
DDI-DrugBank.d141.s5|311-329|cerivastatin sodium|brand
DDI-DrugBank.d141.s6|6-24|cerivastatin sodium|drug
DDI-DrugBank.d141.s6|47-60|cholestyramine|drug
DDI-DrugBank.d141.s6|161-179|cerivastatin sodium|drug
DDI-DrugBank.d141.s7|25-182| 
      DIGOXIN: 
      Plasma digoxin levels and digoxin clearance at steady-state were not affected by co-administration of 0.2 mg cerivastatin sodium.
    |drug
DDI-DrugBank.d141.s8|6-17|Cerivastatin|drug
DDI-DrugBank.d141.s8|88-94|digoxin|drug
DDI-DrugBank.d141.s9|19-18||drug
DDI-DrugBank.d141.s10|10-17|warfarin|drug
DDI-DrugBank.d141.s10|22-35|anticoagulants|group
DDI-DrugBank.d141.s10|40-58|cerivastatin sodium|drug
DDI-DrugBank.d141.s11|9-16|warfarin|drug
DDI-DrugBank.d141.s11|20-31|cerivastatin|drug
DDI-DrugBank.d141.s11|35-53|cerivastatin sodium|drug
DDI-DrugBank.d141.s13|106-123|cervastatin sodium|brand
DDI-DrugBank.d141.s13|153-187|angiotensin-converting enzyme (ACE)|group
DDI-DrugBank.d141.s13|201-204|beta|group
DDI-DrugBank.d141.s13|215-229|calcium-channel|group
DDI-DrugBank.d141.s13|241-249|diuretics|group
DDI-DrugBank.d141.s13|256-300|nonsteroidal anti-inflammatory drugs (NSAIDs)|group
DDI-DrugBank.d287.s1|10-19|cevimeline|drug
DDI-DrugBank.d287.s2|76-98| antimuscarinic agents |group
DDI-DrugBank.d287.s4|210-219|Cevimeline|drug
DDI-DrugBank.d287.s5|126-135|cevimeline|brand
DDI-DrugBank.d255.s0|44-55|chlorambucil|drug
DDI-DrugBank.d110.s0|6-31|local anesthetic solutions|group
DDI-DrugBank.d110.s0|44-57|norepinephrine|drug
DDI-DrugBank.d110.s0|62-72|epinephrine|drug
DDI-DrugBank.d110.s0|96-123|monoamine oxidase inhibitors|group
DDI-DrugBank.d110.s0|126-150|tricyclic antidepressants|group
DDI-DrugBank.d110.s0|155-168|phenothiazines|group
DDI-DrugBank.d110.s4|9-30|para-aminobenzoic acid|drug
DDI-DrugBank.d110.s4|34-47|chloroprocaine|drug
DDI-DrugBank.d110.s4|51-62|sulfonamides|drug
DDI-DrugBank.d110.s5|6-19|chloroprocaine|drug
DDI-DrugBank.d110.s5|68-83|sulfonamide drug|drug
DDI-DrugBank.d429.s0|6-13|Antacids|group
DDI-DrugBank.d429.s0|19-24|kaolin|group
DDI-DrugBank.d429.s0|51-61|chloroquine|drug
DDI-DrugBank.d429.s1|6-19|anticoagulants|group
DDI-DrugBank.d429.s1|25-41|antifungal agents|group
DDI-DrugBank.d429.s1|48-58|chloroquine|brand
DDI-DrugBank.d429.s2|111-120|Cimetidine|drug
DDI-DrugBank.d429.s2|123-133|chloroquine|drug
DDI-DrugBank.d429.s3|25-38|anticoagulants|group
DDI-DrugBank.d429.s4|6-15|ampicillin|drug
DDI-DrugBank.d429.s4|18-19|In|drug
DDI-DrugBank.d429.s4|23-27|study|drug
DDI-DrugBank.d429.s4|32-38|healthy|drug
DDI-DrugBank.d429.s4|40-49|volunteers|drug
DDI-DrugBank.d429.s4|52-62|chloroquine|drug
DDI-DrugBank.d429.s4|109-118|ampicillin|drug
DDI-DrugBank.d429.s5|80-93|anticoagulants|group
DDI-DrugBank.d429.s5|98-108|chloroquine|brand
DDI-DrugBank.d429.s6|6-16|Cyclosporin|drug
DDI-DrugBank.d429.s6|41-51|chloroquine|brand
DDI-DrugBank.d429.s6|93-103|Cyclosporin|drug
DDI-DrugBank.d429.s7|6-16|cyclosporin|drug
DDI-DrugBank.d429.s7|18-28|chloroquine|drug
DDI-DrugBank.d446.s0|6-20|antidepressants|group
DDI-DrugBank.d446.s0|23-29|aspirin|brand
DDI-DrugBank.d446.s0|32-43|barbiturates|group
DDI-DrugBank.d446.s0|46-58|bromocriptine|brand
DDI-DrugBank.d446.s0|61-79|calcium supplements|group
DDI-DrugBank.d446.s0|82-96|corticosteroids|group
DDI-DrugBank.d446.s0|99-113|corticicotropin|group
DDI-DrugBank.d446.s0|116-127|cyclosporine|group
DDI-DrugBank.d446.s0|130-139|dantrolene|group
DDI-DrugBank.d446.s0|142-149|nicotine|group
DDI-DrugBank.d446.s0|152-161|somatropin|group
DDI-DrugBank.d446.s0|164-172|tamoxifen|group
DDI-DrugBank.d446.s0|175-182|warfarin|group
DDI-DrugBank.d245.s0|33-44|sulfonylurea|drug
DDI-DrugBank.d245.s0|76-80|drugs|group
DDI-DrugBank.d245.s0|105-128|anti-inflammatory agents|group
DDI-DrugBank.d245.s0|140-144|drugs|group
DDI-DrugBank.d245.s0|177-187|salicylates|drug
DDI-DrugBank.d245.s0|190-201|sulfonamides|group
DDI-DrugBank.d245.s0|204-218|chloramphenicol|drug
DDI-DrugBank.d245.s0|221-230|probenecid|group
DDI-DrugBank.d245.s0|233-241|coumarins|group
DDI-DrugBank.d245.s0|244-271|monoamine oxidase inhibitors|group
DDI-DrugBank.d245.s0|278-308|beta adrenergic blocking agents|group
DDI-DrugBank.d245.s3|10-22|Certain drugs|drug
DDI-DrugBank.d245.s5|0-8|DIABINESE|drug
DDI-DrugBank.d245.s6|10-18|DIABINESE|drug
DDI-DrugBank.d245.s7|48-59|barbiturates|group
DDI-DrugBank.d245.s7|94-107|chlorpropamide|brand
DDI-DrugBank.d245.s7|110-121|barbiturates|group
DDI-DrugBank.d245.s8|6-15|disulfiram|drug
DDI-DrugBank.d245.s8|53-59|alcohol|drug
DDI-DrugBank.d245.s9|39-53|oral miconazole|drug
DDI-DrugBank.d245.s9|59-82|oral hypoglycemic agents|group
DDI-DrugBank.d245.s10|101-110|miconazole|drug
DDI-DrugBank.d171.s1|75-88|anticoagulants|group
DDI-DrugBank.d171.s3|6-19|anticoagulants|group
DDI-DrugBank.d171.s3|25-41|antifungal agents|group
DDI-DrugBank.d171.s3|47-55|phenytoin|brand
DDI-DrugBank.d171.s3|61-69|lidocaine|brand
DDI-DrugBank.d171.s3|75-88|anticoagulants|group
DDI-DrugBank.d171.s3|94-110|antifungal agents|group
DDI-DrugBank.d171.s3|116-127|theophylline|brand
DDI-DrugBank.d171.s4|6-19|anticoagulants|group
DDI-DrugBank.d171.s4|21-27|Tagamet|brand
DDI-DrugBank.d171.s4|29-45|antifungal agents|group
DDI-DrugBank.d171.s4|47-54|Theo-Dur|brand
DDI-DrugBank.d171.s4|56-69|anticoagulants|group
DDI-DrugBank.d171.s4|71-78|Theo-Dur|brand
DDI-DrugBank.d171.s4|80-87|Theo-Dur|brand
DDI-DrugBank.d171.s4|89-102|anticoagulants|group
DDI-DrugBank.d171.s6|7-18|theophylline|drug
DDI-DrugBank.d171.s6|81-92|drug therapy|drug
DDI-DrugBank.d171.s7|6-19|anticoagulants|group
DDI-DrugBank.d171.s7|25-41|antifungal agents|group
DDI-DrugBank.d171.s7|107-113|Tagamet|brand
DDI-DrugBank.d171.s7|164-169|dosage|drug
DDI-DrugBank.d171.s7|175-185|therapeutic|drug
DDI-DrugBank.d171.s7|231-241|metabolized|brand
DDI-DrugBank.d171.s8|69-80|ketoconazole|drug
DDI-DrugBank.d171.s9|75-84|cimetidine|drug
DDI-DrugBank.d171.s10|6-10|drugs|group
DDI-DrugBank.d171.s10|58-64|Tagamet|brand
DDI-DrugBank.d237.s0|20-72|metabolized mainly via the cytochrome P450 3A4 enzyme|drug
DDI-DrugBank.d237.s1|6-35|cytochrome P450 3A4 inhibitors|group
DDI-DrugBank.d237.s1|38-46|cisapride|brand
DDI-DrugBank.d237.s2|27-40|clarithromycin|drug
DDI-DrugBank.d237.s2|46-57|erythromycin|drug
DDI-DrugBank.d237.s2|63-76|troleandomycin|drug
DDI-DrugBank.d237.s2|142-155|clarithromycin|drug
DDI-DrugBank.d237.s2|161-172|erythromycin|drug
DDI-DrugBank.d237.s2|178-191|troleandomycin|drug
DDI-DrugBank.d237.s2|269-282|clarithromycin|drug
DDI-DrugBank.d237.s2|288-299|erythromycin|drug
DDI-DrugBank.d237.s2|305-318|troleandomycin|drug
DDI-DrugBank.d237.s2|367-380|clarithromycin|drug
DDI-DrugBank.d237.s2|386-397|erythromycin|drug
DDI-DrugBank.d237.s2|403-416|troleandomycin|drug
DDI-DrugBank.d237.s3|32-41|belladonna|drug
DDI-DrugBank.d237.s3|47-57|dicyclomine|drug
DDI-DrugBank.d237.s4|56-69|anticoagulants|group
DDI-DrugBank.d237.s5|113-121|cisapride|drug
DDI-DrugBank.d237.s5|170-183|anticoagulants|group
DDI-DrugBank.d237.s6|55-64|nefazodone|drug
DDI-DrugBank.d237.s6|93-101|cisapride|drug
DDI-DrugBank.d237.s6|146-154|cisapride|drug
DDI-DrugBank.d237.s7|9-19|Antifungals|group
DDI-DrugBank.d237.s7|25-35|fluconazole|drug
DDI-DrugBank.d237.s7|41-52|itraconazole|drug
DDI-DrugBank.d237.s7|58-69|ketoconazole|drug
DDI-DrugBank.d237.s7|75-83|cisapride|drug
DDI-DrugBank.d237.s8|6-19|anticoagulants|group
DDI-DrugBank.d237.s8|21-32|ketoconazole|drug
DDI-DrugBank.d237.s8|34-50|antifungal agents|group
DDI-DrugBank.d237.s8|52-65|anticoagulants|group
DDI-DrugBank.d237.s8|67-75|cisapride|drug
DDI-DrugBank.d237.s9|92-100|cisapride|drug
DDI-DrugBank.d237.s9|106-117|ketoconazole|group
DDI-DrugBank.d237.s10|45-54|Cimetidine|group
DDI-DrugBank.d237.s10|59-74|coadministration|group
DDI-DrugBank.d237.s10|79-83|leads|group
DDI-DrugBank.d237.s10|88-89|to|group
DDI-DrugBank.d237.s10|94-95|an|group
DDI-DrugBank.d237.s10|100-108|increased|group
DDI-DrugBank.d237.s10|113-116|peak|group
DDI-DrugBank.d237.s10|121-126|plasma|group
DDI-DrugBank.d237.s10|131-143|concentration|group
DDI-DrugBank.d237.s10|148-150|and|group
DDI-DrugBank.d237.s10|155-157|AUC|group
DDI-DrugBank.d237.s10|162-163|of|group
DDI-DrugBank.d237.s10|168-176|cisapride|group
DDI-DrugBank.d237.s10|182-186|there|group
DDI-DrugBank.d237.s10|191-192|is|group
DDI-DrugBank.d237.s10|197-198|no|group
DDI-DrugBank.d237.s10|203-208|effect|group
DDI-DrugBank.d237.s10|213-214|on|group
DDI-DrugBank.d237.s10|219-227|cisapride|group
DDI-DrugBank.d237.s10|232-241|absorption|group
DDI-DrugBank.d237.s10|246-249|when|group
DDI-DrugBank.d237.s10|254-255|it|group
DDI-DrugBank.d237.s10|260-261|is|group
DDI-DrugBank.d237.s10|266-279|coadministered|group
DDI-DrugBank.d237.s10|284-287|with|group
DDI-DrugBank.d237.s11|6-19|anticoagulants|group
DDI-DrugBank.d237.s11|21-37|antifungal agents|group
DDI-DrugBank.d237.s11|39-47|cisapride|brand
DDI-DrugBank.d237.s11|49-62|anticoagulants|group
DDI-DrugBank.d237.s11|64-80|antifungal agents|group
DDI-DrugBank.d237.s11|82-95|anticoagulants|group
DDI-DrugBank.d237.s11|97-113|antifungal agents|group
DDI-DrugBank.d237.s11|115-124|cimetidine|brand
DDI-DrugBank.d237.s11|126-135|ranitidine|brand
DDI-DrugBank.d237.s11|137-145|cisapride|brand
DDI-DrugBank.d237.s12|41-49|indinavir|drug
DDI-DrugBank.d237.s12|59-67|ritonavir|drug
DDI-DrugBank.d237.s12|77-95|Protease Inhibitors|group
DDI-DrugBank.d237.s12|143-151|cisapride|drug
DDI-DrugBank.d237.s12|161-179|Protease Inhibitors|group
DDI-DrugBank.d237.s13|6-19|anticoagulants|group
DDI-DrugBank.d237.s13|21-37|antifungal agents|group
DDI-DrugBank.d237.s13|39-45|aspirin|brand
DDI-DrugBank.d237.s13|47-55|cisapride|drug
DDI-DrugBank.d237.s14|6-19|anticoagulants|group
DDI-DrugBank.d237.s14|21-37|antifungal agents|group
DDI-DrugBank.d237.s14|39-46|Class IA|group
DDI-DrugBank.d237.s14|48-56|Class III|group
DDI-DrugBank.d237.s14|58-66|quinidine|brand
DDI-DrugBank.d237.s14|68-79|procainamide|brand
DDI-DrugBank.d237.s14|81-87|sotalol|brand
DDI-DrugBank.d237.s14|89-96|Class IA|group
DDI-DrugBank.d237.s14|98-106|Class III|group
DDI-DrugBank.d237.s15|41-53|amitriptyline|drug
DDI-DrugBank.d237.s16|51-61|maprotiline|drug
DDI-DrugBank.d237.s17|17-41|antipsychotic medications|group
DDI-DrugBank.d237.s17|52-61|sertindole|drug
DDI-DrugBank.d237.s18|0-9|astemizole|drug
DDI-DrugBank.d237.s18|11-18|bepridil|drug
DDI-DrugBank.d237.s18|20-31|sparfloxacin|drug
DDI-DrugBank.d237.s18|33-42|terodiline|drug
DDI-DrugBank.d237.s20|6-19|anticoagulants|group
DDI-DrugBank.d237.s20|21-37|antifungal agents|group
DDI-DrugBank.d237.s20|39-45|aspirin|brand
DDI-DrugBank.d237.s20|47-60|anticoagulants|group
DDI-DrugBank.d237.s20|62-78|antifungal agents|group
DDI-DrugBank.d237.s20|80-86|aspirin|brand
DDI-DrugBank.d237.s21|6-37| narrow therapeutic ratio drugs |group
DDI-DrugBank.d237.s21|42-54| other drugs |group
DDI-DrugBank.d464.s0|0-6|codeine|drug
DDI-DrugBank.d464.s0|8-26|narcotic analgesics|group
DDI-DrugBank.d464.s0|28-46|general anesthetics|group
DDI-DrugBank.d464.s0|48-61|phenothiazines|group
DDI-DrugBank.d464.s0|63-75|tranquilizers|group
DDI-DrugBank.d464.s0|77-94|sedative-hypnotics|group
DDI-DrugBank.d464.s0|96-110|CNS depressants|group
DDI-DrugBank.d464.s0|112-118|alcohol|group
DDI-DrugBank.d464.s1|10-16|aspirin|drug
DDI-DrugBank.d464.s2|69-82|anticoagulants|group
DDI-DrugBank.d464.s2|85-101|antifungal agents|group
DDI-DrugBank.d464.s2|107-113|aspirin|brand
DDI-DrugBank.d250.s0|34-48|aminoglycosides|group
DDI-DrugBank.d250.s0|54-62|polymyxin|group
DDI-DrugBank.d250.s1|83-105|Coly-Mycin M Parenteral|drug
DDI-DrugBank.d250.s2|6-32|Curariform muscle relaxants|group
DDI-DrugBank.d250.s2|39-50|tubocurarine|drug
DDI-DrugBank.d250.s2|80-84|ether|drug
DDI-DrugBank.d250.s2|87-101|succinylcholine|drug
DDI-DrugBank.d250.s2|104-112|gallamine|group
DDI-DrugBank.d250.s2|115-127|decamethonium|drug
DDI-DrugBank.d250.s2|133-146|sodium citrate|drug
DDI-DrugBank.d250.s2|265-287|Coly-Mycin M Parenteral|brand
DDI-DrugBank.d250.s3|9-26|Sodium cephalothin|drug
DDI-DrugBank.d250.s3|30-52|Coly-Mycin M Parenteral|drug
DDI-DrugBank.d250.s4|29-39|cephalothin|drug
DDI-DrugBank.d250.s4|45-67|Coly-Mycin M Parenteral|brand
DDI-DrugBank.d317.s0|0-3|DRUG|drug
DDI-DrugBank.d317.s0|5-14|LABORATORY|drug
DDI-DrugBank.d317.s0|16-19|TEST|drug
DDI-DrugBank.d317.s0|21-32|INTERACTIONS|drug
DDI-DrugBank.d317.s2|0-6|aspirin|drug
DDI-DrugBank.d317.s3|6-19|anticoagulants|group
DDI-DrugBank.d317.s3|21-37|antifungal agents|group
DDI-DrugBank.d317.s3|39-52|anticoagulants|group
DDI-DrugBank.d317.s3|54-67|anticoagulants|group
DDI-DrugBank.d317.s3|69-82|anticoagulants|group
DDI-DrugBank.d317.s3|84-97|anticoagulants|group
DDI-DrugBank.d317.s3|99-112|anticoagulants|group
DDI-DrugBank.d317.s3|114-127|anticoagulants|group
DDI-DrugBank.d317.s3|129-142|anticoagulants|group
DDI-DrugBank.d317.s3|144-157|anticoagulants|group
DDI-DrugBank.d317.s3|159-172|anticoagulants|group
DDI-DrugBank.d317.s3|174-187|anticoagulants|group
DDI-DrugBank.d317.s4|9-22|anti-factor Xa|drug
DDI-DrugBank.d317.s4|26-41|antithrombin III|drug
DDI-DrugBank.d317.s4|45-60|antithrombin III|drug
DDI-DrugBank.d317.s6|0-10|plasminogen|drug
DDI-DrugBank.d317.s7|388-394|aspirin|drug
DDI-DrugBank.d317.s7|416-420|xanax|brand
DDI-DrugBank.d317.s7|449-460|glutethimide|drug
DDI-DrugBank.d317.s7|495-512|acetilsalicic acid|drug
DDI-DrugBank.d317.s7|543-556|anticoagulants|group
DDI-DrugBank.d317.s7|590-606|antifungal agents|group
DDI-DrugBank.d317.s7|629-634|heroin|drug_n
DDI-DrugBank.d317.s7|668-684|clostridium toxin|drug_n
DDI-DrugBank.d317.s9|8-9|T3|drug
DDI-DrugBank.d317.s10|6-12|Free T4|drug
DDI-DrugBank.d317.s10|18-24|Free T3|drug
DDI-DrugBank.d317.s13|10-24|Corticosteroids|group
DDI-DrugBank.d317.s13|29-36|Steroids|group
DDI-DrugBank.d317.s13|41-52|Sex steroids|group
DDI-DrugBank.d317.s14|0-6|hormone|drug
DDI-DrugBank.d317.s15|7-37|angiotensinogen/renin substrate|drug
DDI-DrugBank.d317.s15|39-57|alpha-1-antitrypsin|drug
DDI-DrugBank.d317.s15|59-71|ceruloplasmin|drug
DDI-DrugBank.d317.s17|0-6|Aspirin|drug
DDI-DrugBank.d317.s19|0-6|Aspirin|drug
DDI-DrugBank.d317.s21|0-9|metyrapone|drug
DDI-DrugBank.d439.s0|12-24|Corticotropin|drug
DDI-DrugBank.d101.s1|6-29|combination chemotherapy|group
DDI-DrugBank.d101.s1|31-37|digoxin|drug
DDI-DrugBank.d101.s2|6-14|digitoxin|drug
DDI-DrugBank.d101.s3|0-10|flucytosine|drug
DDI-DrugBank.d185.s0|9-18|ACZONE Gel|drug
DDI-DrugBank.d185.s0|22-33|trimethoprim|drug
DDI-DrugBank.d185.s0|37-52|sulfamethoxazole|drug
DDI-DrugBank.d185.s0|56-62|TMP/SMX|brand
DDI-DrugBank.d185.s1|5-4||drug
DDI-DrugBank.d185.s1|17-16||drug
DDI-DrugBank.d185.s2|40-60|dapsone hydroxylamine|drug
DDI-DrugBank.d185.s2|109-111|TMP|brand
DDI-DrugBank.d185.s2|113-115|SMX|brand
DDI-DrugBank.d185.s3|6-19|anticoagulants|group
DDI-DrugBank.d185.s3|21-37|antifungal agents|group
DDI-DrugBank.d185.s3|39-41|TMP|brand
DDI-DrugBank.d185.s3|43-45|SMX|brand
DDI-DrugBank.d185.s4|64-78|anticonvulsants|group
DDI-DrugBank.d185.s4|81-83|St.|brand
DDI-DrugBank.d185.s5|0-6|dapsone|drug
DDI-DrugBank.d185.s6|38-46| dapsone |drug
DDI-DrugBank.d185.s6|59-82| folic acid antagonists |group
DDI-DrugBank.d185.s6|92-106| pyrimethamine |drug
DDI-DrugBank.d69.s1|6-15|Cerubidine|drug
DDI-DrugBank.d69.s1|121-131|doxorubicin|drug
DDI-DrugBank.d69.s1|136-145|Cerubidine|drug
DDI-DrugBank.d69.s2|7-22|Cyclophosphamide|drug
DDI-DrugBank.d69.s2|25-34|Cerubidine|drug
DDI-DrugBank.d69.s3|6-28|myelosuppressive agents|group
